core0_status,core1_status,core2_status,core3_status,cpu_freq_345600,cpu_freq_499200,cpu_freq_652800,cpu_freq_806400,cpu_freq_960000,cpu_freq_1113600,cpu_freq_1267200,cpu_freq_1420800,cpu_freq_1574400,cpu_freq_1728000,cpu_freq_1881600,cpu_freq_2035200,gpu_status,gpu_freq_140250000,gpu_freq_497250000,gpu_freq_943500000,gpu_freq_1300500000,emc_status,emc_freq_1062400000,emc_freq_1331200000,emc_freq_1600000000,emc_freq_1866000000,inference_time_w1,inference_time_w2,inference_time_w3,inference_time_w4
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0.225589222378201,0.24062548743354,0.396523714065552,0.638514121373495
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0.214755137761434,0.228842682308621,0.317007541656494,0.576082282596164
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.207686079872979,0.216423908869425,0.31098911497328,0.525318622589111
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.196737554338243,0.209609985351563,0.304014258914524,0.489617533153958
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0.489046070310805,0.929361793729994,1.660964012146,2.75771853658888
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0.485736846923828,0.87718743748135,1.62442294756571,2.70531421237522
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.468846003214518,0.874808894263373,1.62931664784749,2.68350834316678
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0.463029199176364,0.887525081634521,1.60364113913642,2.6578905582428
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0.243792136510213,0.364482694201999,0.583269781536526,1.01097721523709
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.23771063486735,0.328032864464654,0.558911270565457,0.937870131598579
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.221423572964138,0.312328841951158,0.543517933951484,0.909557316038344
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.214443630642361,0.307416677474976,0.528114901648627,0.90234465069241
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0.233505302005344,0.262337923049927,0.435963021384345,0.713757197062174
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.217558781305949,0.232797622680664,0.355105400085449,0.656946447160509
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.204126940833198,0.220097992155287,0.353097491794162,0.627435790167915
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.19789547390408,0.2121688524882,0.364222394095527,0.567911227544149
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0.207848310470581,0.227689743041992,0.34931657049391,0.617547035217285
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0.190724478827582,0.206752512190077,0.309928443696764,0.534538507461548
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.184764597151015,0.194742229249742,0.291970200008816,0.482841438717312
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.176091776953803,0.186672661039564,0.281688213348389,0.465726190143161
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0.477276007334391,0.885263363520304,1.62768292427063,2.75052732891507
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0.450810326470269,0.911418067084418,1.60006390677558,2.67078068521288
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.445150189929538,0.879093090693156,1.6129125489129,2.62872423066033
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0.443623198403252,0.872605853610569,1.59442496299744,2.65061608950297
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0.235189278920492,0.324149184756809,0.559599346584744,0.971473852793376
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.223646349377102,0.331287913852268,0.543271329667833,0.915582550896539
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.197983238432142,0.296008348464966,0.548312849468655,0.887678490744697
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.201989650726318,0.289277924431695,0.546406110127767,0.866962220933702
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0.226022985246446,0.235091712739733,0.386008395089043,0.716463036007351
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.192051463656955,0.214084360334608,0.355459319220649,0.59443301624722
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.184169901741876,0.200282149844699,0.339395576053196,0.560567829344008
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.181673553254869,0.196118222342597,0.331000539991591,0.556305673387316
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0.196163574854533,0.214149448606703,0.339904811647203,0.587240113152398
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0.174679332309299,0.194718811247084,0.304514858457777,0.500748183992174
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.164820671081543,0.176256815592448,0.28329414791531,0.461900896496243
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.160456895828247,0.175461875067817,0.272053533130222,0.449323919084337
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0.455067952473958,0.912634240256415,1.61080442534553,2.69614791870117
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0.445456716749403,0.876506752438015,1.59770509931776,2.63586968845791
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.444336679246691,0.872937970691257,1.60905798276265,2.61802379290263
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0.443525976604886,0.896632247500949,1.5950468911065,2.61670645078023
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0.213472127914429,0.31138367123074,0.567696385913425,0.919664594862196
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.203582763671875,0.296993652979533,0.572494109471639,0.888217899534437
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.191856649186876,0.289266268412272,0.549931658638848,0.876011530558268
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.188242965274387,0.28480953640408,0.531546142366197,0.856698698467679
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0.198412497838338,0.230233669281006,0.390475776460436,0.65390952428182
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.176166110568576,0.209632343716092,0.357465585072835,0.603536526362101
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.167850520875719,0.201244195302327,0.343487050798204,0.580130471123589
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.157027615441216,0.191529379950629,0.332891782124837,0.565079636043972
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0.183450619379679,0.202461401621501,0.339077340232001,0.562315675947401
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0.161884864171346,0.186821672651503,0.307959609561496,0.510375208324856
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0.151163895924886,0.166567087173462,0.281645086076524,0.467427889506022
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0.147336668438382,0.165207677417331,0.269143978754679,0.450023227267795
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0.447649346457587,0.884114768770006,1.61394307348463,2.66796400811937
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0.443311240937975,0.892904228634305,1.59890739123027,2.63480644755893
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0.446298493279351,0.874041795730591,1.61890859074063,2.623878426022
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0.451921515994602,0.870455026626587,1.59465969933404,2.64353712399801
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0.205958101484511,0.30724130736457,0.583298577202691,0.920216110017565
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.1949286725786,0.298243072297838,0.549720870123969,0.880554490619236
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.186449474758572,0.290933873918321,0.532967991299099,0.850286298327976
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0.182731787363688,0.286074426439073,0.527033752865262,0.839109261830648
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0.184684011671278,0.223886171976725,0.393918885125054,0.652215003967285
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0.165984206729465,0.201353894339667,0.369033972422282,0.593700382444594
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0.159565872616238,0.192134539286296,0.365736113654243,0.55997978316413
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0.15066393216451,0.187518040339152,0.360969834857517,0.543298217985365
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.168467442194621,0.193719969855415,0.341371960110135,0.550595415963067
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0.155384646521674,0.175619655185276,0.307731469472249,0.497962448332045
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0.142115063137478,0.165507899390327,0.282564110226101,0.468782027562459
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0.138213396072388,0.159767177369859,0.271672911114163,0.443244218826294
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0.446600490146213,0.887135002348158,1.61180967754788,2.66471764776442
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0.445083830091688,0.877152654859755,1.61541016896566,2.63475349214342
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.467011239793566,0.871694962183634,1.58924267027113,2.64459384812249
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0.451208723915948,0.895725647608439,1.59669499927097,2.6135069794125
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0.201746543248494,0.304253498713175,0.564864688449436,0.940101226170858
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.191438992818197,0.296049700842963,0.543918874528673,0.870075305302938
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.191479841868083,0.290556563271417,0.533311287562052,0.846246984269884
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0.202498171064589,0.287049558427599,0.527669880125258,0.852709637747871
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0.171154684490628,0.230223099390666,0.421130551232232,0.633391459782918
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.159741878509521,0.205680979622735,0.390363428327772,0.581035746468438
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0.145677142673069,0.192736016379462,0.363189670774672,0.549433337317573
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0.145247353447808,0.181435134675768,0.354032675425212,0.534871445761787
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0.157827456792196,0.190662940343221,0.339691797892253,0.552893241246541
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0.144456148147583,0.173278835084703,0.308219273885091,0.511687146292792
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0.138379944695367,0.160140011045668,0.28517042265998,0.474483728408813
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0.129726092020671,0.154798746109009,0.274393426047431,0.458566983540853
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0.444838444391886,0.913469235102336,1.60833851496379,2.63915332158407
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0.467760668860541,0.872303565343221,1.59702987141079,2.62226194805569
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.441241608725654,0.889486577775743,1.58960615264045,2.61952731344435
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0.439602242575751,0.879434956444634,1.58493402269151,2.61344922913445
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0.198397556940715,0.304658810297648,0.561848905351427,0.902933941947089
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0.208375851313273,0.299643569522434,0.54479095670912,0.864931477440728
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0.215165244208442,0.303209834628635,0.563135359022352,0.867404752307468
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0.204249991310967,0.299044873979357,0.551000038782755,0.848288324144151
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0.168165789710151,0.232738706800673,0.411809550391303,0.625096559524536
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0.150481939315796,0.218143436643812,0.376561800638835,0.577521959940592
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0.146476268768311,0.212155792448256,0.35412851969401,0.548791223102146
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0.140879737006293,0.177799860636393,0.341391907797919,0.53310497601827
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0.1584083504147,0.188015249040392,0.340996079974704,0.564942889743381
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.140229728486803,0.167967584398058,0.309160629908244,0.520470407274034
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0.133068641026815,0.156434694925944,0.298211309644911,0.482647286521064
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0.12726879119873,0.150893317328559,0.275869395997789,0.466534482108222
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0.455913570192125,0.88222254647149,1.62389755249023,2.6491609149509
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0.444506963094076,0.899892303678725,1.59623403019375,2.6232774787479
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0.441862291759915,0.868057303958469,1.58597464031643,2.63347042931451
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0.44380079375373,0.86608264181349,1.58376746707492,2.60896635055542
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0.207178513209025,0.303891791237725,0.56153678894043,0.924595991770426
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0.213357130686442,0.320885260899862,0.54905735121833,0.887050708134969
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0.199078824785021,0.32458233833313,0.554470539093018,0.844046725167168
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0.195459657245212,0.313736094368829,0.534089167912801,0.834937757915921
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0.161593702104357,0.226453410254584,0.402901728947957,0.627683321634928
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0.151145113839043,0.221515867445204,0.366515318552653,0.57278209262424
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0.140146652857463,0.198612663480971,0.350064780977037,0.547468370861477
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0.135783248477512,0.202522781160143,0.342388338512845,0.546697881486681
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1.13149507840474,1.07585710949368,1.04826516575283,1.22524857521057
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0.980643325381809,1.0170828766293,1.02101691563924,1.17638529671563
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.943803124957614,0.979936546749539,0.990328709284464,1.14493489265442
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.917785538567437,0.972429990768433,1.16930879486932,1.14604926109314
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1.02695194880168,1.20436106787788,1.99608151117961,3.09157315889994
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0.96939836608039,1.18307044770983,1.99735657374064,3.06490699450175
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.974706888198853,1.17474791738722,1.9587676525116,3.0540574921502
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1.11299652523465,1.17792110972934,1.9330727259318,3.01943124665154
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0.995600038104587,1.04632208082411,1.0608127646976,1.31901290681627
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.966235054863824,1.00267757309808,1.07029077741835,1.26737520429823
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.946021768781874,0.98870489332411,1.23393125004239,1.24578081236945
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.927146885130141,0.979629675547282,0.990476555294461,1.48187425401476
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1.00814906756083,1.04828010665046,1.04500823550754,1.22171521186829
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.970579200320774,1.01630232069227,1.02144111527337,1.16570252842373
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1.00640657212999,1.11949875619676,0.983450598186917,1.14713101916843
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.920134252972073,0.984620279735989,1.00745707088047,1.13943632443746
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0.60776956876119,0.672767029868232,0.697543938954671,0.856612761815389
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0.580745855967204,0.670370154910617,0.671219083997938,0.778744750552707
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.526991658740573,0.629756000306871,0.813303762012058,0.764655007256402
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.509780115551419,0.612848997116089,0.623018211788601,0.731675412919786
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0.68257835176256,1.0915769206153,1.85736163457235,2.92169698079427
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0.622405846913656,1.06406211853027,1.80688627560933,2.87694001197815
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.596238878038194,1.05606810251872,1.79163795047336,2.88138445218404
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0.749490631951226,1.05061562856038,1.79621203740438,2.88014682133993
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0.696623881657918,0.666494872834947,0.798130326800876,1.17732153998481
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.641199270884196,0.663152509265476,0.741293695237901,1.12514183256361
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.570078240500556,0.622868325975206,0.71952305899726,1.09808317820231
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.494192520777384,0.607452683978611,0.701142655478583,1.09429589907328
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0.575809372795953,0.653787215550741,0.68598288959927,0.869629224141439
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.577384975221422,0.651855945587158,0.644727441999647,0.964025364981757
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.523675282796224,0.652198129230075,0.653803004158868,0.781788799497816
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.533546076880561,0.627281109491984,0.625445233450996,0.759366353352865
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0.402502748701308,0.510966698328654,0.501471281051636,0.726661655637953
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0.362651771969265,0.463741170035468,0.478869411680434,0.659211158752441
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.360370477040609,0.445437908172607,0.477109909057617,0.609798537360297
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.34857710202535,0.384863244162665,0.447760899861654,0.579668972227309
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0.552306201722887,1.01179891162448,1.7981391482883,2.87304880883959
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0.531262503729926,1.02815816137526,1.74884957737393,2.85715574688382
